fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2020-08-31,USD,113546000000,49939000000,27276000000,42279000000,None,4576000000,63607000000,6401000000,None,47272000000,3405000000,43867000000,15003000000,None,15003000000,3084000000,6782000000,104055000000,18748000000,534000000,21092000000,2997000000,2997000000,84658000000,None,70766000000,2997000000,67769000000,70766000000,3952000000,4199000000,9491000000,None,-15410000000,26238000000,3014000000,ORCL
2020-05-31,USD,115438000000,52140000000,37239000000,43057000000,211000000,5551000000,63298000000,6244000000,7581000000,47507000000,3738000000,43769000000,30852000000,None,5818000000,3532000000,6295000000,103364000000,17200000000,637000000,17198000000,2371000000,2371000000,85521000000,None,284460000000,2371000000,69226000000,71597000000,4737000000,3791000000,12074000000,None,-12696000000,26486000000,3067000000,ORCL
2020-02-29,USD,96704000000,33442000000,23829000000,25858000000,None,4162000000,63262000000,6248000000,None,47869000000,4088000000,43781000000,2029000000,None,2029000000,3422000000,6262000000,82469000000,15740000000,533000000,16834000000,2925000000,2355000000,66083000000,None,51675000000,2355000000,49320000000,51675000000,3721000000,3595000000,14235000000,None,-10771000000,26685000000,3161000000,ORCL
2019-11-30,USD,98443000000,34540000000,24540000000,27444000000,None,4050000000,63903000000,6270000000,None,48302000000,4492000000,43810000000,2904000000,None,2904000000,3046000000,6580000000,82880000000,14592000000,534000000,17404000000,1583000000,999000000,67666000000,None,51669000000,999000000,50670000000,51669000000,3660000000,3954000000,15563000000,None,-9174000000,26374000000,3214000000,ORCL
2019-08-31,USD,106229000000,42384000000,31083000000,35704000000,None,3820000000,63845000000,6264000000,None,48594000000,4861000000,43733000000,4621000000,17000000,4621000000,2860000000,6333000000,87796000000,18875000000,486000000,21478000000,4335000000,3748000000,68335000000,None,54440000000,3748000000,50692000000,54440000000,3291000000,4142000000,18433000000,None,-6446000000,26450000000,3296000000,ORCL
2019-05-31,USD,108709000000,46386000000,20514000000,37827000000,320000000,5134000000,62323000000,6252000000,6823000000,49058000000,5279000000,43779000000,27942000000,5000000,17313000000,3425000000,4317000000,86924000000,18630000000,580000000,18086000000,4494000000,4494000000,67716000000,None,216101000000,4494000000,51673000000,56167000000,3554000000,2748000000,21785000000,None,-3496000000,26909000000,3359000000,ORCL
2019-02-28,USD,109438000000,47617000000,14720000000,40030000000,None,3993000000,61821000000,6197000000,None,49454000000,5678000000,43776000000,25310000000,None,25310000000,3594000000,4137000000,85724000000,17986000000,603000000,None,4487000000,4487000000,67214000000,None,51672000000,4487000000,51672000000,51672000000,3631000000,2334000000,23714000000,None,-1284000000,26732000000,3443000000,ORCL
2018-11-30,USD,118318000000,56938000000,10824000000,49391000000,None,3975000000,61380000000,6003000000,None,49881000000,6103000000,43778000000,38567000000,None,38567000000,3572000000,4014000000,87746000000,20315000000,587000000,None,6477000000,6477000000,66948000000,None,51561000000,6497000000,51561000000,51561000000,3560000000,2386000000,30572000000,None,5107000000,27430000000,3632000000,ORCL
2018-08-31,USD,128358000000,67009000000,18455000000,18455000000,None,3729000000,61349000000,5918000000,None,49997000000,6295000000,43702000000,None,16000000,41639000000,3186000000,4001000000,90291000000,19562000000,527000000,None,3743000000,3743000000,70232000000,None,54386000000,3747000000,54386000000,54386000000,3522000000,2333000000,38067000000,None,12022000000,27811000000,3811000000,ORCL
2018-05-31,USD,137851000000,76159000000,21620000000,67261000000,398000000,5279000000,61692000000,5897000000,5911000000,50425000000,6670000000,43755000000,52449000000,29000000,45641000000,3424000000,3975000000,91479000000,19124000000,529000000,9054000000,4491000000,4491000000,71854000000,None,291828000000,4498000000,56128000000,60619000000,3957000000,2297000000,46372000000,None,19111000000,28950000000,3997000000,ORCL
2018-02-28,USD,138201000000,77732000000,19487000000,70455000000,496000000,3902000000,60469000000,5904000000,None,49365000000,6400000000,42965000000,None,None,50968000000,2879000000,3385000000,90412000000,17968000000,603000000,8610000000,4491000000,4491000000,71961000000,None,137014000000,4498000000,56224000000,137014000000,3373000000,2441000000,47789000000,None,20037000000,29048000000,4093000000,ORCL
2017-11-30,USD,138762000000,78545000000,21310000000,71580000000,436000000,3798000000,60217000000,5868000000,None,49758000000,6794000000,42964000000,None,None,50270000000,2731000000,3369000000,82894000000,15494000000,554000000,8673000000,2499000000,2499000000,66968000000,None,138960000000,2499000000,58170000000,138960000000,2865000000,2716000000,55868000000,None,28296000000,28474000000,4143000000,ORCL
2017-08-31,USD,133597000000,73335000000,21321000000,66897000000,312000000,3591000000,60262000000,5586000000,None,50206000000,7186000000,43020000000,None,None,45576000000,2535000000,3289000000,77638000000,20226000000,593000000,10922000000,4998000000,4998000000,57005000000,None,101393000000,53397000000,48293000000,101393000000,2849000000,2821000000,55959000000,None,28586000000,28089000000,4171000000,ORCL
2017-05-31,USD,134991000000,74515000000,21784000000,66078000000,300000000,5300000000,60476000000,5315000000,4979000000,50724000000,7679000000,43045000000,49973000000,40000000,44294000000,2837000000,3294000000,81131000000,24178000000,599000000,8835000000,9797000000,9797000000,56567000000,None,266238000000,9797000000,48112000000,57909000000,3583000000,2774000000,53860000000,None,27598000000,27065000000,4137000000,ORCL
2017-02-28,USD,125382000000,66011000000,19748000000,59352000000,391000000,3721000000,59371000000,5070000000,None,50292000000,7788000000,42504000000,None,None,39604000000,2547000000,3091000000,74767000000,15790000000,481000000,7948000000,3498000000,3498000000,58569000000,None,132343000000,3498000000,50469000000,132343000000,2907000000,2938000000,50615000000,None,25576000000,25970000000,4115000000,ORCL
2016-11-30,USD,123600000000,64734000000,18592000000,58206000000,327000000,3690000000,58866000000,4882000000,None,50051000000,7968000000,42083000000,None,None,39614000000,2511000000,3038000000,75138000000,16347000000,615000000,7930000000,3838000000,3838000000,58408000000,None,132559000000,3838000000,50489000000,132559000000,2997000000,2820000000,48462000000,None,24375000000,25159000000,4103000000,ORCL
2021-09-30,JPY,61758833000000,20687929000000,4954834000000,4954834000000,2924857000000,None,41070905000000,12152026000000,None,1136931000000,1136931000000,None,None,13929448000000,2887398000000,788610000000,13545542000000,36266420000000,19271934000000,None,None,None,10754902000000,16994486000000,None,13864894000000,10754902000000,None,24619796000000,5167791000000,745910000000,24610424000000,-3151411000000,25278473000000,397050000000,1385077669,TM
2021-06-30,JPY,61651149000000,21424490000000,5013426000000,5013426000000,3098874000000,None,40226661000000,11942239000000,None,1100561000000,1100561000000,None,None,13568800000000,2861753000000,890196000000,13304429000000,36634247000000,19629020000000,None,None,None,10529725000000,17005227000000,None,13935172000000,10529725000000,None,24464897000000,5330004000000,769031000000,24123041000000,-2923231000000,24655333000000,397050000000,1398013142,TM
2021-03-31,USD,62267140000000,22776800000000,5100857000000,5100857000000,2888028000000,None,39490338000000,7195309000000,None,1108634000000,1108634000000,None,None,13244717000000,4215457000000,745069000000,12999467000000,37978811000000,21460466000000,None,None,None,12212059000000,16518345000000,360891000000,13447575000000,12212060000000,None,25659634000000,6294691000000,788454000000,23404547000000,-2901680000000,24104176000000,397050000000,1397980500,TM
2020-12-31,USD,58010315000000,21676792000000,4479992000000,4479992000000,2619909000000,None,36333523000000,11155491000000,None,20746152000000,20746152000000,None,None,11994530000000,4205732000000,728806000000,11780257000000,35377237000000,20610241000000,None,None,None,12031321000000,14766996000000,None,11943533000000,12031321000000,None,23974854000000,5015814000000,767735000000,21804119000000,-2901627000000,23102819000000,397050000000,1420521000,TM
2020-09-30,USD,56483801000000,21063746000000,5514438000000,5514438000000,2709366000000,None,35420056000000,11078391000000,None,1051104000000,1051104000000,None,None,11623644000000,3159565000000,575894000000,11320121000000,34687731000000,19743107000000,None,None,None,11399117000000,14944624000000,None,12151882000000,11399117000000,None,23550999000000,4737877000000,757798000000,21010831000000,-2901598000000,22553281000000,397050000000,1421519500,TM
2020-06-30,USD,55916537000000,20442661000000,6801561000000,6801561000000,2449244000000,None,35473876000000,11065416000000,None,1059140000000,1059140000000,None,None,12004199000000,1960564000000,649934000000,11009764000000,34408870000000,18907220000000,None,None,None,11448283000000,15501650000000,None,12564205000000,11448283000000,None,24012488000000,3441996000000,845705000000,20713930000000,-2901577000000,22073722000000,397050000000,1396637000,TM
2020-03-31,USD,52680436000000,18642531000000,4190518000000,4190518000000,2434918000000,None,34037905000000,6571110000000,None,1000257000000,1000257000000,None,None,11472104000000,1506951000000,246988000000,11964276000000,31942754000000,17902377000000,None,None,None,9860071000000,14040377000000,None,11434219000000,9860071000000,None,20552969000000,4102642000000,821515000000,20618888000000,-3087106000000,23427613000000,397050000000,1396637000,TM
2019-12-31,USD,53801134000000,19250341000000,3759240000000,3759240000000,2433401000000,None,34550793000000,11072068000000,0,0,0,0,None,11147207000000,2283684000000,131420000000,12697384000000,32769328000000,18131982000000,None,None,None,9970324000000,14637346000000,0,10934987000000,9970324000000,None,20905311000000,2822571000000,1035377000000,20805371000000,-2977254000000,23368761000000,397050000000,1416245778,TM
2019-09-30,USD,52240078000000,18976916000000,3979764000000,3979764000000,2576968000000,None,33263162000000,10929956000000,0,0,0,0,None,10613525000000,2211056000000,872710000000,12054236000000,31739505000000,17932260000000,None,None,None,9651791000000,13807245000000,0,10340214000000,9651791000000,None,19992005000000,1454390000000,903352000000,20297386000000,-2907078000000,22913956000000,397050000000,1426167500,TM
2019-06-30,USD,52117436000000,19286535000000,3761800000000,3761800000000,2738140000000,None,32830901000000,10895094000000,0,0,0,0,None,10383764000000,2438937000000,0,11906612000000,31876332000000,17901744000000,None,None,None,9600079000000,13974588000000,0,10549161000000,9600079000000,None,20149240000000,1475975000000,910964000000,20025105000000,-2661233000000,22326275000000,397050000000,1439546500,TM
2019-03-31,USD,51936949000000,18879237000000,3574704000000,3574704000000,2656396000000,None,33057712000000,10685494000000,0,0,0,0,None,10793649000000,2253512000000,0,11578569000000,31869812000000,18226938000000,None,None,None,9599234000000,13642874000000,0,10550945000000,9599233000000,None,20150179000000,1335475000000,615599000000,19846225000000,-2606925000000,21987515000000,397050000000,1415996500,TM
2018-12-31,USD,51085992000000,17791194000000,3162040000000,3162040000000,2555133000000,None,33294798000000,73227.19,0,0,0,0,None,157576.85,2102980000000,6505.73,11474457000000,31304888000000,17771273000000,None,None,None,9794576000000,13533615000000,0,72374.54,30578.19,None,20228117000000,17842,0,132416.68,-22894903034.45,21531645000000,138091.61,1456145500,TM
2018-09-30,USD,52516005000000,18525993000000,3246746000000,3246746000000,2583535000000,None,33990012000000,93753952161.51,0,0,0,0,None,204403379416.28,2623203000000,7984410796.58,11578852000000,32302463000000,17981907000000,None,None,None,9821001000000,14320556000000,0,97120868992.76,39199394338.38,None,20885496000000,23050717577.35,0,171265235900.81,0,21456737000000,175415905200.79,1461203000,TM
2018-06-30,USD,51049149000000,18026945000000,3027064000000,3027064000000,2536944000000,None,33022204000000,94551756165.74,0,0,0,0,None,203023986654.04,2518023000000,8337021506.83,11085024000000,31418203000000,17833175000000,None,None,None,9824895000000,13585028000000,0,93922674602.10,39985562919.88,None,20240450000000,21725298705.98,0,170854565129.18,0,20875348000000,176508318679.83,1478211000,TM
2018-03-31,USD,50308249000000,18152656000000,3052269000000,3052269000000,2539789000000,None,32155593000000,96960885783.09,None,0,0,0,None,107073450115.68,2669604000000,329779498.56,10725680000000,30878147000000,17796891000000,None,None,None,9341190000000,13081256000000,None,5581812172.44,1581330563.29,None,19347564000000,41547466830.35,None,176929807828.51,-182973700.36,19473464000000,3749468813.45,1454595000,TM
2017-12-31,USD,51216462000000,18504632000000,2746661000000,2746661000000,2542307000000,None,32711830000000,92851000000,None,None,None,None,None,22225214000000,3044140000000,9034000000,11012825000000,31534973000000,17792506000000,None,None,None,9872638000000,13742467000000,None,93104000000,4321512000000,None,20364476000000,47081000000,None,172912000000,-16360000000,18984330000000,3523000000,1495053500,TM
2017-09-30,USD,50253031000000,18125724000000,2814337000000,2814337000000,2491575000000,None,32127307000000,92189000000,None,None,None,None,None,21719159000000,3072194000000,7894000000,10752346000000,31336394000000,17322490000000,None,None,None,9393193000000,14013904000000,None,93242000000,4249353000000,None,19896017000000,46157000000,None,166400000000,-16477000000,18338719000000,3525000000,1498894486,TM
2017-06-30,USD,49456031000000,18062537000000,2940829000000,2940829000000,2456712000000,None,31393494000000,91083000000,None,None,None,None,None,21131280000000,2985782000000,7716000000,10402280000000,30918705000000,17184636000000,None,None,None,9257422000000,13734069000000,None,91816000000,19577583000000,None,19577583000000,47692000000,None,163353000000,-14300000000,17883709000000,3532000000,1511141500,TM
2017-03-31,USD,48750186000000,17833695000000,2995075000000,2995075000000,2388617000000,None,30916491000000,91528000000,None,None,None,None,None,10694521000000,2904252000000,7147000000,10193815000000,30567110000000,17318965000000,None,None,None,9244131000000,13248145000000,None,88965000000,228599000000,None,19155727000000,47437000000,None,161571000000,-14435000000,17601070000000,3563000000,1487374754,TM
2016-12-31,USD,48111485000000,17038147000000,2550786000000,2550786000000,2212269000000,None,31073338000000,87319000000,None,None,None,None,None,None,2692901000000,8274000000,10199338000000,30205834000000,16888016000000,None,None,None,9564924000000,13317818000000,None,84615000000,None,None,19446199000000,42732000000,None,152224000000,-12974000000,17205489000000,3400000000,1524780000,TM
