fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,symbol
2020-09-30,USD,393000000,2392000000,0,None,-598000000,246000000,None,None,None,1532000000,-3142000000,3040000000,-1170000000,81000000,81000000,None,557000000,494000000,63000000,None,0,0,-81000000,None,1778000000,None,1532000000,PNC
2020-06-30,USD,3027000000,767000000,4000000,None,-6267000000,251000000,None,None,None,3655000000,-17858000000,13676000000,-7752000000,1000000,1000000,None,546000000,491000000,55000000,None,0,0,-1000000,None,3906000000,None,3655000000,PNC
2020-03-31,USD,-696000000,674000000,5000000,None,8378000000,240000000,None,None,None,915000000,-23379000000,26507000000,3350000000,1522000000,1522000000,None,566000000,503000000,63000000,None,0,0,-1522000000,None,2432000000,None,908000000,PNC
2019-12-31,USD,3115000000,1289000000,10000000,None,-1876000000,297000000,None,None,None,1381000000,-4265000000,540000000,1908000000,952000000,952000000,None,564000000,509000000,55000000,None,4144000000,0,-952000000,None,-610000000,None,1367000000,PNC
2019-09-30,USD,604000000,1114000000,0,None,1290000000,247000000,None,None,None,1392000000,-3242000000,2893000000,430000000,1013000000,1013000000,None,581000000,518000000,63000000,None,-5475000000,0,-1013000000,None,1639000000,None,1379000000,PNC
2019-06-30,USD,2243000000,1185000000,5000000,None,-1316000000,257000000,None,None,None,1374000000,-11460000000,9571000000,-1055000000,787000000,787000000,None,487000000,432000000,55000000,None,0,0,-787000000,None,1631000000,None,1362000000,PNC
2019-03-31,USD,1401000000,937000000,2000000,None,2253000000,234000000,None,None,None,1271000000,-6023000000,4076000000,2482000000,826000000,826000000,None,499000000,436000000,63000000,None,0,0,-826000000,None,-546000000,None,1261000000,PNC
2018-12-31,USD,2137000000,1002000000,5000000,-100000000,-1541000000,246000000,None,None,None,1351000000,-2315000000,538000000,-516000000,732000000,732000000,None,497000000,442000000,55000000,None,1500000000,0,-732000000,None,360000000,None,1337000000,PNC
2018-09-30,USD,1164000000,921000000,2000000,-100000000,666000000,224000000,None,None,910000000,1400000000,805000000,-2146000000,642000000,504000000,504000000,None,509000000,446000000,63000000,None,-1257000000,0,-504000000,None,-177000000,None,1389000000,PNC
2018-06-30,USD,1617000000,776000000,450000000,0,459000000,237000000,None,None,1322000000,1356000000,-1209000000,368000000,210000000,801000000,801000000,None,410000000,355000000,55000000,None,0,0,-801000000,None,776000000,None,1346000000,PNC
2018-03-31,USD,2922000000,508000000,11000000,-500000000,-1934000000,233000000,None,None,1675000000,1239000000,-1250000000,-2272000000,-24000000,840000000,840000000,None,421000000,358000000,63000000,None,0,0,-840000000,None,-600000000,None,1229000000,PNC
2017-12-31,USD,864000000,561000000,13000000,None,505000000,235000000,None,None,None,2091000000,-5391000000,5040000000,-385000000,520000000,520000000,None,417000000,362000000,55000000,None,0,0,-520000000,None,513000000,None,2080000000,PNC
2017-09-30,USD,2495000000,431000000,0,None,-1344000000,229000000,None,None,37000000,1126000000,-4735000000,1937000000,-129000000,553000000,553000000,None,427000000,364000000,63000000,None,0,0,-553000000,None,-303000000,None,1114000000,PNC
2017-06-30,USD,630000000,468000000,2000000,None,1339000000,243000000,None,None,450000000,1097000000,851000000,-1445000000,122000000,686000000,686000000,None,324000000,269000000,55000000,None,0,0,-686000000,None,36000000,None,1087000000,PNC
2017-03-31,USD,1590000000,355000000,9000000,None,-1214000000,214000000,None,None,1065000000,1074000000,-5620000000,4154000000,803000000,688000000,688000000,None,334000000,271000000,63000000,None,0,0,-688000000,None,124000000,None,1057000000,PNC
2016-12-31,USD,1205000000,534000000,14000000,None,-952000000,217000000,None,None,None,1047000000,297000000,-1154000000,847000000,503000000,503000000,None,311000000,270000000,41000000,None,0,0,16000000,None,348000000,None,1025000000,PNC
2021-09-30,USD,614000000,103000000,None,-114000000,425000000,218000000,90000000,205000000,None,-2439000000,1216000000,1556000000,-1000000,None,None,None,None,None,None,None,0,0,0,None,-2221000000,None,-2424000000,UBER
2021-06-30,USD,-341000000,132000000,None,188000000,56000000,226000000,57000000,114000000,None,1112000000,101000000,36000000,0,None,None,None,None,None,None,None,0,0,0,None,1338000000,None,1144000000,UBER
2021-03-31,USD,-611000000,84000000,None,-3000000,102000000,212000000,71000000,35000000,None,-122000000,-250000000,-226000000,-194000000,None,0,None,None,None,None,None,0,0,0,None,-1087000000,None,-108000000,UBER
2020-12-31,USD,-805000000,384000000,None,-99000000,303000000,180000000,123000000,238000000,None,-962000000,-192000000,896000000,None,None,0,None,None,None,None,None,1136000000,247000000,0,None,-101000000,None,-969000000,UBER
2020-09-30,USD,-406000000,184000000,None,-24000000,119000000,138000000,131000000,137000000,None,-1108000000,-365000000,428000000,None,None,0,None,None,None,None,None,500000000,None,0,None,-970000000,None,-1089000000,UBER
2020-06-30,USD,-1071000000,262000000,None,36000000,-185000000,129000000,164000000,-73000000,None,-1772000000,-456000000,118000000,None,None,0,None,None,None,None,None,0,None,0,None,-1643000000,None,-1775000000,UBER
2020-03-31,USD,-463000000,91000000,None,-46000000,-473000000,128000000,198000000,-444000000,None,-2946000000,-1856000000,-63000000,None,None,0,None,None,None,None,None,0,None,0,None,-2382000000,None,-2936000000,UBER
2019-12-31,USD,-1799000000,204000000,None,105000000,76000000,101000000,182000000,65000000,None,-1091000000,-711000000,-83000000,None,None,0,None,None,None,None,None,0,None,14000000,None,-2593000000,None,-1096000000,UBER
2019-09-30,USD,-878000000,136000000,None,-45000000,195000000,102000000,129000000,-94000000,None,-1159000000,-129000000,1993000000,None,None,0,None,None,None,None,None,1189000000,None,996000000,None,-1057000000,None,-1162000000,UBER
2019-06-30,USD,-922000000,182000000,None,-4000000,329000000,123000000,148000000,226000000,None,-5246000000,-154000000,7075000000,None,None,0,None,None,None,None,None,None,None,8480000000,None,-5123000000,None,-5236000000,UBER
2019-03-31,USD,-722000000,97000000,None,-13000000,285000000,146000000,129000000,210000000,None,-1016000000,204000000,-46000000,None,None,0,None,None,None,None,None,None,None,2000000,None,-564000000,None,-1012000000,UBER
2018-12-31,USD,-681000000,None,None,None,None,109000000,196000000,None,None,-889000000,-156000000,2477000000,None,None,0,None,None,None,None,None,None,None,None,None,None,None,-887000000,UBER
2018-09-30,USD,-410000000,None,None,None,None,131000000,153000000,None,None,-994000000,-73000000,-313000000,None,None,1000000,None,None,None,None,None,None,None,-1000000,None,None,None,-986000000,UBER
2018-06-30,USD,-153000000,None,None,None,None,98000000,119000000,None,None,-878000000,-91000000,1362000000,None,None,2000000,None,None,None,None,None,None,None,-2000000,None,None,None,-878000000,UBER
2018-03-31,USD,-297000000,None,None,None,None,88000000,90000000,None,None,3748000000,-375000000,1114000000,None,None,7000000,None,None,None,None,None,None,None,-7000000,None,None,None,3748000000,UBER
2021-09-30,USD,71552000,22608000,None,69941000,141303000,32510000,19836000,132908000,None,-71959000,-155202000,4045000,None,None,None,None,None,None,None,None,None,None,4045000,None,-79605000,None,-71959000,SNAP
2021-06-30,USD,-101086000,19614000,None,-21121000,173725000,28270000,14623000,174452000,None,-151664000,131869000,1053659000,None,None,None,None,None,None,None,None,None,None,3257000,None,1084442000,None,-151664000,SNAP
2021-03-31,USD,136886000,22127000,None,63950000,-115982000,23498000,10851000,-129316000,None,-286882000,280555000,4453000,None,None,None,None,None,None,None,None,None,0,4453000,None,421894000,None,-286882000,SNAP
2020-12-31,USD,-52545000,50941000,None,31782000,221528000,22811000,16447000,212508000,None,-113099000,-234067000,8168000,None,None,None,None,None,None,None,None,None,0,8168000,None,-278444000,None,-113099000,SNAP
2020-09-30,USD,-54828000,5113000,None,65352000,159074000,21804000,14727000,151856000,None,-199853000,-375250000,2434000,None,None,None,None,None,None,None,None,None,0,2434000,None,-427644000,None,-199853000,SNAP
2020-06-30,USD,-66554000,17566000,None,17877000,-19885000,20925000,15767000,-15654000,None,-325951000,-492124000,909059000,None,None,None,None,None,None,None,None,None,0,20477000,None,350381000,None,-325951000,SNAP
2020-03-31,USD,6283000,25999000,None,23781000,-78870000,21204000,10891000,-92892000,None,-305936000,371577000,3130000,None,None,None,None,None,None,None,None,None,0,3130000,None,380990000,None,-305936000,SNAP
2019-12-31,USD,-66842000,16900000,None,121908000,125366000,20620000,9093000,117126000,None,-240704000,-144076000,1364000,None,None,None,None,None,None,None,None,None,0,1801000,None,-209554000,None,-240704000,SNAP
2019-09-30,USD,-76149000,16200000,None,25596000,61206000,20646000,7938000,62855000,None,-227375000,-688319000,1157550000,None,None,None,None,None,None,None,None,None,0,7788000,None,393082000,None,-227375000,SNAP
2019-06-30,USD,-95789000,17138000,None,28857000,41743000,22660000,7633000,39751000,None,-255174000,184715000,1342000,None,None,None,None,None,None,None,None,None,0,1342000,None,90268000,None,-255174000,SNAP
2019-03-31,USD,-66178000,16758000,None,-10578000,-71773000,23319000,11814000,-71870000,None,-310407000,-80928000,5596000,None,None,None,None,None,None,None,None,None,0,5596000,None,-141510000,None,-310407000,SNAP
2018-12-31,USD,-126054000,None,None,9450000,87319000,22682000,22741000,93443000,None,-191668000,162438000,123000,None,None,None,None,None,None,None,None,None,0,123000,None,36507000,None,-191668000,SNAP
2018-09-30,USD,-132543000,None,None,15254000,12180000,24898000,26285000,18834000,None,-325148000,89561000,142000,None,None,None,None,None,None,None,None,None,0,142000,None,-42840000,None,-325148000,SNAP
2018-06-30,USD,-199346000,1406000,None,-21955000,-2910000,22514000,37406000,13926000,None,-353310000,123208000,1914000,None,None,None,None,None,None,None,None,None,0,1914000,None,-74224000,None,-353310000,SNAP
2018-03-31,USD,-231981000,991000,None,-40313000,-42462000,21553000,36375000,-48697000,None,-385785000,319247000,45258000,None,None,None,None,None,None,None,None,None,0,45809000,None,-99693000,None,-385785000,SNAP
2017-12-31,USD,-176083000,789000,None,46687000,66888000,18786000,21294000,79844000,None,-349977000,214618000,-22398000,None,None,None,None,None,None,None,None,None,0,4524000,None,16509000,None,-349977000,SNAP
2017-09-30,USD,-194013000,-53000,None,18525000,15871000,17467000,26253000,16304000,None,-443159000,162952000,-153062000,None,None,None,None,None,None,None,None,None,0,6072000,None,-184123000,None,-443159000,SNAP
2017-06-30,USD,-209574000,1945000,None,18622000,38875000,12585000,27085000,21653000,None,-443093000,-719782000,-5980000,None,None,None,None,None,None,None,None,None,0,189000,None,-925437000,None,-443093000,SNAP
2017-03-31,USD,-154997000,3545000,None,76142000,27277000,12450000,17993000,-13444000,None,-2208837000,-1014798000,2446788000,None,None,None,None,None,None,None,None,None,0,2658391000,None,1276993000,None,-2208837000,SNAP
2021-09-30,USD,3253000000,None,None,-86000000,-142000000,441000000,139000000,422000000,-70000000,2586000000,-234000000,-3527000000,None,145000000,145000000,None,900000000,900000000,None,57000000,None,None,-88000000,None,2728000000,None,2592000000,GILD
2021-06-30,USD,2316000000,None,None,-163000000,174000000,440000000,119000000,281000000,25000000,1517000000,-577000000,-931000000,None,43000000,43000000,None,894000000,894000000,None,12000000,None,None,-31000000,None,1343000000,None,1522000000,GILD
2021-03-31,USD,2610000000,None,None,-1307000000,-1249000000,473000000,165000000,-975000000,69000000,1722000000,-2042000000,-2477000000,0,309000000,309000000,None,917000000,917000000,None,88000000,0,None,-221000000,None,-1909000000,None,1729000000,GILD
2020-12-31,USD,1916000000,None,None,446000000,818000000,427000000,181000000,837000000,147000000,1544000000,-8977000000,131000000,0,0,0,None,858000000,858000000,None,8000000,0,None,8000000,None,1544000000,None,1551000000,GILD
2020-09-30,USD,2250000000,None,None,57000000,-182000000,281000000,155000000,702000000,26000000,353000000,-271000000,4124000000,0,201000000,201000000,None,861000000,861000000,None,36000000,0,None,-165000000,None,353000000,None,360000000,GILD
2020-06-30,USD,2566000000,None,None,225000000,-536000000,282000000,143000000,-744000000,37000000,-3346000000,-5023000000,-874000000,0,54000000,54000000,None,856000000,856000000,None,35000000,0,None,-19000000,None,-3346000000,None,-3339000000,GILD
2020-03-31,USD,1436000000,None,None,-786000000,32000000,349000000,171000000,376000000,-15000000,1538000000,-344000000,-2611000000,0,1328000000,1328000000,None,874000000,874000000,None,177000000,0,None,-1151000000,None,-1519000000,None,1551000000,GILD
2019-12-31,USD,2580000000,2781000000,None,581000000,3420000000,350000000,203000000,251000000,60000000,2689000000,431000000,-896000000,0,105000000,105000000,None,801000000,801000000,None,27000000,0,None,-78000000,None,2689000000,None,2696000000,GILD
2019-09-30,USD,2645000000,24000000,None,169000000,171000000,281000000,200000000,-101000000,23000000,-1168000000,-1841000000,-2515000000,0,222000000,222000000,None,804000000,804000000,None,41000000,0,None,-181000000,None,-1192000000,None,-1165000000,GILD
2019-06-30,USD,2342000000,18000000,None,-61000000,342000000,288000000,185000000,100000000,-3000000,1875000000,-6163000000,-1857000000,0,588000000,588000000,None,800000000,800000000,None,38000000,0,None,-550000000,None,-5687000000,-9000000,1880000000,GILD
2019-03-31,USD,1577000000,18000000,None,-867000000,26000000,359000000,237000000,-32000000,15000000,1968000000,-244000000,-2366000000,0,834000000,834000000,None,817000000,817000000,None,103000000,0,None,-731000000,None,-1013000000,20000000,1975000000,GILD
2018-12-31,USD,2345000000,None,None,80000000,-437000000,358000000,248000000,-113000000,119000000,3000000,2735000000,-1670000000,0,962000000,962000000,None,736000000,736000000,None,50000000,0,None,-912000000,None,3371000000,-39000000,3000000,GILD
2018-09-30,USD,2212000000,None,None,-380000000,-60000000,301000000,167000000,-90000000,157000000,2099000000,2025000000,-2901000000,0,449000000,449000000,None,742000000,742000000,None,80000000,0,None,-369000000,None,1335000000,-1000000,2097000000,GILD
2018-06-30,USD,1573000000,None,None,-1166000000,-249000000,300000000,297000000,-176000000,20000000,1819000000,5241000000,-1152000000,0,450000000,450000000,None,740000000,740000000,None,48000000,0,None,-402000000,None,5591000000,-71000000,1817000000,GILD
2018-03-31,USD,2270000000,None,None,-546000000,-616000000,357000000,212000000,-101000000,14000000,1539000000,4354000000,-6595000000,0,1039000000,1039000000,None,753000000,753000000,None,111000000,0,None,-928000000,None,55000000,26000000,1538000000,GILD
2017-12-31,USD,2753000000,None,None,5836000000,-72000000,397000000,220000000,-281000000,174000000,-3836000000,-10016000000,3347000000,0,106000000,106000000,None,682000000,682000000,None,51000000,0,None,-55000000,None,-3920000000,-4000000,-3865000000,GILD
2017-09-30,USD,2694000000,None,None,-911000000,-456000000,297000000,129000000,-355000000,65000000,2712000000,-2114000000,2170000000,0,153000000,153000000,None,682000000,682000000,None,64000000,0,None,-89000000,None,2796000000,46000000,2718000000,GILD
2017-06-30,USD,3526000000,None,None,287000000,460000000,298000000,123000000,419000000,9000000,3069000000,-4246000000,-880000000,0,130000000,130000000,None,680000000,680000000,None,23000000,0,None,-107000000,None,-1573000000,27000000,3073000000,GILD
2017-03-31,USD,2925000000,None,None,-963000000,-709000000,294000000,118000000,-537000000,5000000,2699000000,307000000,-1244000000,0,565000000,565000000,None,687000000,687000000,None,96000000,0,None,-469000000,None,2056000000,68000000,2702000000,GILD
2016-12-31,USD,3539000000,3353000000,None,-645000000,-449000000,292000000,169000000,-422000000,214000000,3099000000,-2675000000,-2348000000,0,1000000000,1000000000,None,619000000,619000000,None,28000000,0,None,-972000000,None,-1580000000,-96000000,3108000000,GILD
2021-09-30,USD,1324000000,298000000,None,-151000000,-272000000,179000000,117000000,-215000000,None,542000000,-152000000,-555000000,0,300000000,300000000,None,272000000,272000000,None,None,None,None,-260000000,None,542000000,None,537000000,MMC
2021-06-30,USD,1158000000,167000000,None,7000000,417000000,189000000,82000000,276000000,None,827000000,-370000000,-1040000000,0,322000000,315000000,None,241000000,241000000,None,None,None,None,-275000000,None,827000000,None,820000000,MMC
2021-03-31,USD,-408000000,318000000,None,74000000,420000000,197000000,69000000,275000000,None,998000000,-67000000,-451000000,0,112000000,119000000,None,237000000,237000000,None,None,None,None,-84000000,None,-926000000,None,983000000,MMC
2020-12-31,USD,1383000000,173000000,None,329000000,187000000,194000000,70000000,152000000,None,379000000,-168000000,-1717000000,0,0,0,None,241000000,241000000,None,None,None,None,34000000,None,379000000,None,374000000,MMC
2020-09-30,USD,1421000000,319000000,None,25000000,-462000000,185000000,78000000,-466000000,None,320000000,-82000000,-784000000,0,0,0,None,236000000,236000000,None,None,None,None,32000000,None,320000000,None,316000000,MMC
2020-06-30,USD,1216000000,169000000,None,142000000,40000000,179000000,82000000,76000000,None,580000000,-319000000,-719000000,-1193000000,0,0,None,234000000,234000000,None,None,None,None,22000000,None,580000000,None,572000000,MMC
2020-03-31,USD,-638000000,340000000,None,-87000000,290000000,183000000,118000000,313000000,None,767000000,-245000000,1340000000,2193000000,0,0,None,232000000,232000000,None,None,None,None,44000000,None,457000000,None,754000000,MMC
2019-12-31,USD,1070000000,148000000,None,145000000,1000000,167000000,137000000,46000000,None,396000000,-167000000,-1031000000,0,185000000,185000000,None,235000000,235000000,None,None,None,None,-159000000,None,396000000,None,391000000,MMC
2019-09-30,USD,1050000000,560000000,None,-226000000,-327000000,170000000,123000000,-353000000,None,306000000,-74000000,-987000000,0,200000000,200000000,None,233000000,233000000,None,None,None,None,-176000000,None,306000000,None,303000000,MMC
2019-06-30,USD,517000000,84000000,None,-146000000,160000000,185000000,88000000,128000000,None,344000000,-5243000000,-1502000000,-448000000,100000000,100000000,None,212000000,212000000,None,None,None,None,-69000000,None,344000000,None,332000000,MMC
2019-03-31,USD,-276000000,139000000,25000000,217000000,310000000,125000000,73000000,309000000,None,727000000,-187000000,6826000000,748000000,0,0,None,210000000,210000000,None,None,None,None,77000000,None,6363000000,None,716000000,MMC
2018-12-31,USD,1109000000,-421000000,None,65000000,-146000000,123000000,92000000,-132000000,None,159000000,-337000000,-563000000,0,0,0,None,213000000,213000000,None,None,None,None,21000000,None,115000000,-168000000,153000000,MMC
2018-09-30,USD,906000000,145000000,None,-43000000,-137000000,124000000,87000000,-178000000,None,279000000,-473000000,-515000000,0,175000000,175000000,None,211000000,211000000,None,None,None,None,-151000000,None,-85000000,None,276000000,MMC
2018-06-30,USD,777000000,174000000,None,-175000000,9000000,122000000,77000000,31000000,None,536000000,-209000000,-526000000,-249000000,250000000,250000000,None,194000000,194000000,None,None,None,None,-234000000,None,-132000000,None,531000000,MMC
2018-03-31,USD,-364000000,216000000,None,213000000,389000000,125000000,58000000,357000000,None,696000000,-70000000,294000000,249000000,250000000,250000000,None,189000000,189000000,None,None,None,None,-218000000,None,-37000000,None,690000000,MMC
2017-12-31,USD,756000000,-367000000,None,422000000,387000000,125000000,85000000,206000000,None,30000000,-97000000,-482000000,0,300000000,300000000,None,195000000,195000000,None,None,None,None,-268000000,None,127000000,251000000,29000000,MMC
2017-09-30,USD,794000000,209000000,None,65000000,-86000000,120000000,73000000,-70000000,None,397000000,-321000000,-543000000,-100000000,200000000,200000000,None,194000000,194000000,None,None,None,None,-160000000,None,112000000,None,393000000,MMC
2017-06-30,USD,742000000,241000000,None,36000000,181000000,116000000,82000000,172000000,None,507000000,-77000000,-681000000,0,200000000,200000000,None,176000000,176000000,None,None,None,None,-179000000,None,36000000,None,501000000,MMC
2017-03-31,USD,-399000000,187000000,None,70000000,171000000,120000000,62000000,146000000,None,578000000,-461000000,697000000,100000000,200000000,200000000,None,175000000,175000000,None,None,None,None,-127000000,None,-96000000,None,569000000,MMC
2016-12-31,USD,895000000,-377000000,None,-94000000,-44000000,108000000,79000000,-8000000,None,441000000,-798000000,-284000000,0,175000000,175000000,None,178000000,178000000,None,None,None,None,-141000000,None,-362000000,-232000000,436000000,MMC
2021-09-30,USD,8039000000,None,None,None,None,2034000000,1917000000,None,None,None,-1808000000,-2087000000,None,None,None,None,488000000,488000000,None,None,None,None,-99000000,None,None,None,9031000000,EQNR
2021-06-30,USD,6643000000,None,None,None,None,2111000000,1747000000,None,None,None,-5589000000,-10000000,None,None,None,None,389000000,389000000,None,None,None,None,0,None,None,None,4905000000,EQNR
2021-03-31,USD,5984000000,None,None,None,None,2797000000,2151000000,None,None,None,-613000000,-3096000000,None,None,None,None,355000000,355000000,None,None,None,None,0,None,None,None,4513000000,EQNR
2020-12-31,USD,2343000000,None,None,None,None,3478000000,2504000000,None,None,None,-2623000000,-1104000000,None,None,None,None,292000000,292000000,None,None,None,None,0,None,None,None,-1400000000,EQNR
2020-09-30,USD,2632000000,None,None,None,None,4798000000,1723000000,None,None,None,-3023000000,-1623000000,None,None,None,None,287000000,287000000,None,None,None,None,-1001000000,None,None,None,-2220000000,EQNR
2020-06-30,USD,368000000,None,None,None,None,2647000000,1899000000,None,None,None,-4671000000,6975000000,None,None,None,None,904000000,904000000,None,None,None,None,0,None,None,None,-254000000,EQNR
2020-03-31,USD,5043000000,None,None,None,None,2573000000,2350000000,None,None,None,-1776000000,-1257000000,None,None,None,None,845000000,845000000,None,None,None,None,-58000000,None,None,None,-708000000,EQNR
2019-12-31,USD,1774000000,None,None,None,None,4165000000,2700000000,None,None,None,-2045000000,-1483000000,None,None,None,None,850000000,850000000,None,None,None,None,-351000000,None,None,None,-236000000,EQNR
2019-09-30,USD,4180000000,None,None,None,None,4619000000,2637000000,None,None,None,-146000000,-2443000000,None,None,None,None,859000000,859000000,None,None,None,None,-91000000,None,None,None,-1107000000,EQNR
2019-06-30,USD,2661000000,None,None,None,None,2233000000,2834000000,None,None,None,-8403000000,-408000000,None,None,None,None,864000000,864000000,None,None,None,None,None,None,None,None,1476000000,EQNR
2019-03-31,USD,5134000000,None,None,None,None,2188000000,2033000000,None,None,None,-4882000000,-1161000000,None,None,None,None,769000000,769000000,None,None,None,None,None,None,None,None,1711000000,EQNR
2018-12-31,USD,4200000000,None,None,None,None,2730000000,2990000000,None,None,None,-694000000,-796000000,None,None,None,None,760000000,760000000,None,None,None,None,None,None,None,None,3366000000,EQNR
2018-09-30,USD,5417000000,None,None,None,None,2321000000,3073000000,None,None,None,-5557000000,-1195000000,None,None,None,None,765000000,765000000,None,None,None,None,None,None,None,None,1665000000,EQNR
2018-06-30,USD,3002000000,None,None,None,None,2597000000,641000000,None,None,None,-3417000000,-1854000000,None,None,None,None,744000000,744000000,None,None,None,None,None,None,None,None,1219000000,EQNR
2018-03-31,USD,7075000000,None,None,None,None,2396000000,2529000000,None,None,None,-1545000000,-1179000000,None,None,None,None,402000000,402000000,None,None,None,None,None,None,None,None,1285000000,EQNR
2017-12-31,USD,4051000000,None,None,None,None,2312000000,2346000000,None,None,None,-9678000000,-960000000,None,None,None,None,728000000,728000000,None,None,None,None,None,None,None,None,2574000000,EQNR
2017-09-30,USD,2773000000,None,None,None,None,3096000000,2634000000,None,None,None,-361000000,-1403000000,None,None,None,None,390000000,390000000,None,None,None,None,None,None,None,None,-480000000,EQNR
2017-06-30,USD,9931000000,None,None,None,None,2406000000,4724000000,None,None,None,-5258000000,-960000000,None,None,None,None,728000000,728000000,None,None,None,None,None,None,None,None,1433000000,EQNR
2017-03-31,USD,5970000000,None,None,None,None,None,2377000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1062000000,EQNR
2016-12-31,USD,2027000000,None,None,None,None,4261000000,3819000000,None,None,None,-10446000000,-1664000000,None,None,None,None,371000000,371000000,None,None,None,None,None,None,None,None,-2790000000,EQNR
2016-09-30,USD,3658000000,None,None,None,None,2466000000,2656000000,None,None,None,None,-289000000,None,None,None,None,404000000,404000000,None,None,None,None,None,None,None,None,-432000000,EQNR
2021-09-30,USD,3322000000,4852000000,None,3743000000,1351000000,1849000000,None,-1101000000,None,1833000000,-1726000000,-1783000000,0,1501000000,1501000000,None,353000000,353000000,None,None,0,None,-1440000000,None,1833000000,None,1833000000,CB
2021-06-30,USD,3122000000,4174000000,None,2704000000,873000000,1771000000,None,-728000000,None,2265000000,-773000000,-2210000000,0,1921000000,1921000000,None,351000000,351000000,None,None,0,None,-1858000000,None,2265000000,None,2265000000,CB
2021-03-31,USD,2105000000,3983000000,None,1320000000,580000000,1885000000,None,-499000000,None,2300000000,-1252000000,-812000000,0,519000000,519000000,None,352000000,352000000,None,None,0,None,-404000000,None,41000000,None,2300000000,CB
2020-12-31,USD,2544000000,5272000000,None,-277000000,-648000000,1954000000,None,706000000,None,7209000000,-792000000,-1848000000,952000000,190000000,190000000,None,353000000,353000000,None,None,0,None,-122000000,None,-88000000,8000000,2418000000,CB
2020-09-30,USD,3544000000,4295000000,None,2893000000,104000000,1717000000,None,-104000000,None,1194000000,-4035000000,664000000,0,0,0,None,357000000,357000000,None,None,988000000,None,3000000,None,1194000000,None,1194000000,CB
2020-06-30,USD,1985000000,4045000000,None,3443000000,1112000000,1665000000,None,-826000000,None,-331000000,-1684000000,-253000000,450000000,10000000,10000000,None,339000000,339000000,None,None,0,None,17000000,None,-331000000,None,-331000000,CB
2020-03-31,USD,1712000000,4346000000,None,170000000,-32000000,1848000000,None,110000000,None,252000000,-1010000000,-645000000,952000000,323000000,323000000,None,339000000,339000000,None,None,0,None,-276000000,None,57000000,None,252000000,CB
2019-12-31,USD,1429000000,5364000000,None,-956000000,322000000,1819000000,None,-325000000,None,-1217000000,-2344000000,973000000,425000000,327000000,327000000,None,340000000,340000000,None,None,1542000000,None,-278000000,None,-1217000000,20000000,1173000000,CB
2019-09-30,USD,2205000000,5224000000,None,735000000,-216000000,1679000000,None,333000000,None,1091000000,-1274000000,-693000000,410000000,462000000,462000000,None,343000000,343000000,None,None,-3000000,None,-402000000,None,1091000000,None,1091000000,CB
2019-06-30,USD,1386000000,4293000000,None,560000000,647000000,1621000000,None,-459000000,None,1150000000,-1614000000,199000000,1510000000,374000000,374000000,None,335000000,335000000,None,None,1289000000,None,-314000000,None,1150000000,None,1150000000,CB
2019-03-31,USD,1322000000,4104000000,None,154000000,-42000000,1734000000,None,181000000,None,1040000000,-673000000,-630000000,472000000,367000000,367000000,None,336000000,336000000,None,None,0,None,-332000000,None,1168000000,None,1040000000,CB
2018-12-31,USD,1583000000,5440000000,None,748000000,-161000000,1815000000,None,222000000,None,-2262000000,-808000000,-567000000,461000000,312000000,312000000,None,336000000,336000000,None,None,0,None,-283000000,None,-2290000000,-65000000,355000000,CB
2018-09-30,USD,-165000000,4574000000,None,1047000000,-191000000,1587000000,None,131000000,None,1231000000,-867000000,-775000000,559000000,385000000,385000000,None,340000000,340000000,None,None,0,None,-359000000,None,1231000000,None,1231000000,CB
2018-06-30,USD,1294000000,4623000000,None,1559000000,1325000000,1549000000,None,-1118000000,None,1294000000,-379000000,-2216000000,607000000,318000000,318000000,None,331000000,331000000,None,None,-4000000,None,-292000000,None,1294000000,None,1294000000,CB
2018-03-31,USD,874000000,4324000000,None,-637000000,293000000,1789000000,None,-216000000,None,1082000000,-881000000,1567000000,412000000,29000000,29000000,None,330000000,330000000,None,None,2175000000,None,5000000,None,1560000000,None,1082000000,CB
2017-12-31,USD,-3389000000,5362000000,None,-465000000,409000000,1976000000,None,28000000,None,-705000000,-1079000000,-349000000,-1798000000,94000000,94000000,None,330000000,330000000,None,None,0,None,-52000000,None,-360000000,-4000000,1533000000,CB
2017-09-30,USD,-70000000,4374000000,None,2791000000,-245000000,1553000000,None,361000000,None,-70000000,-1447000000,-527000000,455000000,232000000,232000000,None,332000000,332000000,None,None,0,None,-212000000,None,-209000000,-6000000,-70000000,CB
